300	1.492522717	6.23E-19
301	1.492243767	5.81E-19
302	1.491972923	5.43E-19
303	1.491684437	5.07E-19
304	1.491421103	4.74E-19
305	1.491155505	4.43E-19
306	1.490893126	4.14E-19
307	1.490635991	3.87E-19
308	1.490372181	3.62E-19
309	1.490136743	3.39E-19
310	1.489880443	3.18E-19
311	1.489638448	2.98E-19
312	1.489385366	2.79E-19
313	1.489142299	2.62E-19
314	1.488911748	2.46E-19
315	1.488669634	2.3E-19
316	1.488448858	2.16E-19
317	1.488211989	2.03E-19
318	1.488001704	1.91E-19
319	1.487800002	1.8E-19
320	1.487582445	1.69E-19
321	1.487342238	1.59E-19
322	1.487086535	1.49E-19
323	1.486857653	1.41E-19
324	1.486638665	1.33E-19
325	1.486410141	1.25E-19
326	1.486201406	1.18E-19
327	1.48597908	1.11E-19
328	1.485768318	1.05E-19
329	1.485570669	9.87E-20
330	1.485357761	9.32E-20
331	1.485157132	8.8E-20
332	1.484949946	8.31E-20
333	1.484738588	7.85E-20
334	1.484551907	7.42E-20
335	1.484352231	7.02E-20
336	1.484157324	6.64E-20
337	1.483972192	6.28E-20
338	1.483771324	5.94E-20
339	1.483590364	5.63E-20
340	1.48341608	5.33E-20
341	1.483228922	5.05E-20
342	1.483046889	4.78E-20
343	1.482859612	4.53E-20
344	1.482662916	4.3E-20
345	1.482493877	4.08E-20
346	1.482318163	3.87E-20
347	1.482136011	3.67E-20
348	1.481969833	3.48E-20
349	1.481795192	3.31E-20
350	1.481616497	3.14E-20
351	1.481461644	2.99E-20
352	1.481297493	2.84E-20
353	1.481127739	2.7E-20
354	1.480969548	2.57E-20
355	1.480802894	2.44E-20
356	1.480629325	2.32E-20
357	1.48048079	2.21E-20
358	1.480326176	2.1E-20
359	1.480163693	2E-20
360	1.480015159	1.91E-20
361	1.479864717	1.82E-20
362	1.479704261	1.73E-20
363	1.479563117	1.65E-20
364	1.479429126	1.58E-20
365	1.479281545	1.5E-20
366	1.47913444	1.43E-20
367	1.478987813	1.37E-20
368	1.478829145	1.31E-20
369	1.478672981	1.25E-20
370	1.478538752	1.19E-20
371	1.478397846	1.14E-20
372	1.478250384	1.09E-20
373	1.478115082	1.04E-20
374	1.477981329	9.93E-21
375	1.477835655	9.5E-21
376	1.477699399	9.08E-21
377	1.477576733	8.69E-21
378	1.47744453	8.31E-21
379	1.477308273	7.95E-21
380	1.477181554	7.62E-21
381	1.477053761	7.29E-21
382	1.476914287	6.99E-21
383	1.476783395	6.69E-21
384	1.476666093	6.41E-21
385	1.4765414	6.14E-21
386	1.4764117	5.89E-21
387	1.476292253	5.65E-21
388	1.476176262	5.41E-21
389	1.476048589	5.19E-21
390	1.475922585	4.98E-21
391	1.475816607	4.78E-21
392	1.475708008	4.59E-21
393	1.475589395	4.41E-21
394	1.475472689	4.23E-21
395	1.475358963	4.06E-21
396	1.475239873	3.9E-21
397	1.475114107	3.75E-21
398	1.474999666	3.6E-21
399	1.474895239	3.46E-21
400	1.474784255	3.33E-21
401	1.474668622	3.2E-21
402	1.474560738	3.08E-21
403	1.474457622	2.96E-21
404	1.474347115	2.85E-21
405	1.474232793	2.74E-21
406	1.474131107	2.64E-21
407	1.474036217	2.54E-21
408	1.473933578	2.44E-21
409	1.473827004	2.35E-21
410	1.473725677	2.27E-21
411	1.473628283	2.18E-21
412	1.473524451	2.1E-21
413	1.473415375	2.03E-21
414	1.473315001	1.95E-21
415	1.47322464	1.88E-21
416	1.473130584	1.82E-21
417	1.473029613	1.75E-21
418	1.472931981	1.69E-21
419	1.472842813	1.63E-21
420	1.472753048	1.57E-21
421	1.472653627	1.52E-21
422	1.472554445	1.46E-21
423	1.47247529	1.41E-21
424	1.472397804	1.36E-21
425	1.472311735	1.32E-21
426	1.472223282	1.27E-21
427	1.472132802	1.23E-21
428	1.472041011	1.19E-21
429	1.47194612	1.15E-21
430	1.471843719	1.11E-21
431	1.471742868	1.07E-21
432	1.471661091	1.04E-21
433	1.471579671	1E-21
434	1.471490502	9.69E-22
435	1.471399307	9.37E-22
436	1.471313357	9.06E-22
437	1.47123301	8.77E-22
438	1.47115159	8.48E-22
439	1.471061826	8.21E-22
440	1.470972419	7.95E-22
441	1.470895529	7.69E-22
442	1.470822215	7.45E-22
443	1.470745087	7.21E-22
444	1.470661759	6.99E-22
445	1.470578909	6.76E-22
446	1.470503211	6.56E-22
447	1.47042799	6.35E-22
448	1.470347047	6.15E-22
449	1.470261812	5.96E-22
450	1.470178604	5.78E-22
451	1.470108867	5.6E-22
452	1.470039487	5.43E-22
453	1.469964385	5.27E-22
454	1.469886065	5.11E-22
455	1.469808936	4.95E-22
456	1.469740033	4.81E-22
457	1.469671369	4.66E-22
458	1.469597697	4.52E-22
459	1.46952033	4.39E-22
460	1.469443202	4.26E-22
461	1.469381452	4.14E-22
462	1.469320059	4.01E-22
463	1.469254971	3.9E-22
464	1.469184518	3.79E-22
465	1.469114304	3.67E-22
466	1.469046354	3.57E-22
467	1.468979239	3.47E-22
468	1.46891129	3.37E-22
469	1.468835354	3.27E-22
470	1.468759775	3.18E-22
471	1.468690515	3.09E-22
472	1.468629837	3.01E-22
473	1.468569517	2.92E-22
474	1.468503118	2.84E-22
475	1.468434453	2.76E-22
476	1.468366027	2.68E-22
477	1.468305588	2.61E-22
478	1.468245864	2.54E-22
479	1.468184948	2.47E-22
480	1.468116999	2.4E-22
481	1.468049288	2.34E-22
482	1.467986465	2.28E-22
483	1.467932224	2.22E-22
484	1.467878103	2.16E-22
485	1.467819691	2.1E-22
486	1.467757106	2.04E-22
487	1.467694759	1.99E-22
488	1.467636228	1.94E-22
489	1.46758008	1.89E-22
490	1.467524171	1.84E-22
491	1.467462301	1.79E-22
492	1.467398047	1.74E-22
493	1.467334151	1.7E-22
494	1.467279553	1.66E-22
495	1.467228293	1.61E-22
496	1.467177272	1.57E-22
497	1.46712029	1.53E-22
498	1.467061758	1.49E-22
499	1.467003345	1.46E-22
500	1.466950536	1.42E-22
501	1.466899991	1.38E-22
502	1.466849566	1.35E-22
503	1.466794252	1.32E-22
504	1.466736674	1.28E-22
505	1.466679215	1.25E-22
506	1.466629386	1.22E-22
507	1.466585636	1.19E-22
508	1.466542006	1.16E-22
509	1.466495037	1.13E-22
510	1.466443777	1.11E-22
511	1.466392756	1.08E-22
512	1.466341734	1.05E-22
